Id,event_url,event_name,event_date,event_location,event_gender,logo_url,event_website,event_type,player_age_range,created_by,created_datetime
62,https://www.connectlax.com/event/legends_meltdown_2019,Legends Meltdown,Jul 13-14 '19,"Moorpark, CA",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3159-43719.jpg,http://legendslax.com/,Tournament,13 - 18,spider,20190308
63,https://www.connectlax.com/event/li_lax_fest_2019,LI Lax Fest,Jun 15-16 '19,"Farmingdale , NY",Co-ed's 7-17,https://s3.amazonaws.com/connectsports-prod/pics/thumb-340-7004.jpg,http://www.lilaxfest.com/girls_main.html,Tournament,7 - 17,spider,20190308
64,https://www.connectlax.com/event/laxin_out_loud-6701,Laxin Out Loud,Jun 22-23 '19,"Boyds, MD",Women's 8-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3041-43554.jpg,https://lacrosse.sincsports.com/TTContent.aspx?tid=LAXINOL&tab=1,Tournament,8 - 18,spider,20190308
65,https://www.connectlax.com/event/legends_western_invitational,Legends Western Invitational,Jul 10-11 '19,"Salt Lake City, UT",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3355-43997.jpg,http://legendslax.com/,Tournament,13 - 18,spider,20190308
66,https://www.connectlax.com/event/li_lax_fest_boys,LI Lax Fest Boys,Jun 15-16 '19,"Farmingdale, NY",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3242-43787.jpg,http://lilaxfest.com/,Tournament,13 - 18,spider,20190308
67,https://www.connectlax.com/event/legacy_invitational_tournament_2019,Legacy Invitational Tournament,Jun 27-28 '19,"Devens, MA",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3146-43711.jpg,https://www.legacylacrosse.org/2019,Tournament,13 - 18,spider,20190308
68,https://www.connectlax.com/event/lax-n-nati_2019_1,Lax-N-Nati,Jun 15-16 '19,"Cincinnati, OH",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3938-44761.jpg,http://www.alohatournaments.com/event/laxnnati,Tournament,13 - 18,spider,20190308
69,https://www.connectlax.com/event/kansas-city-bbq-town-showdown_2019,Kansas City BBQ Town Showdown,Jun 29-30 '19,"Overland Park, KS",Men's 8-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3107-43675.jpg,http://www.uslaxevents.com/,Tournament,8 - 18,spider,20190308
70,https://www.connectlax.com/event/lax_geneva_girls_2019,Lax Geneva Girls,Jun 15-16 '19,"Lake Geneva, WI",Women's 8-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3188-43759.jpg,https://lacrosseamerica.com/site/register/register.aspx?EventID=2551,Tournament,8 - 18,spider,20190308
71,https://www.connectlax.com/event/lax_geneva_boys_2019,Lax Geneva Boys,Jun 15-16 '19,"Delavan, WI",Men's 8-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3187-43758.jpg,https://lacrosseamerica.com/site/register/register.aspx?EventID=2551,Tournament,8 - 18,spider,20190308
72,https://www.connectlax.com/event/lake_placid_summit_lax_classic_2019,Lake Placid Summit LAX Classic,Aug 5-11 '19,"Lake Placid, NY",Co-ed's 7-14,https://s3.amazonaws.com/connectsports-prod/pics/thumb-337-6886.jpg,http://www.lakeplacidlax.com/page/show/1053459-scholastic,Tournament,7 - 14,spider,20190308
73,https://www.connectlax.com/event/laxfed_members_cup,LaxFed Members Cup,Jul 8-9 '19,"North East, MD",Men's 8-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-933-20370.jpg,https://laxfederation.com,Tournament,8 - 18,spider,20190308
74,https://www.connectlax.com/event/lax_blast_2019,Lax Blast,Jul 13 '19,"Holtsville, NY",Women's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3243-43788.jpg,http://www.mylacrossetournaments.com/,Tournament,13 - 18,spider,20190308
75,https://www.connectlax.com/event/lax_amplified_2019,Lax Amplified,Jun 15-16 '19,"Palmyra, PA",Women's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-2697-42977.jpg,https://thinklaxtournaments.sportngin.com/,Tournament,13 - 18,spider,20190308
76,https://www.connectlax.com/event/lake_george_national_invitational_,Lake George National Invitational,Jul 13-14 '19,"Fort Ann, NY",Men's 8-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3237-43854.jpg,https://primetimelacrosse.com/event/lake-george-national-invitational/,Tournament,8 - 18,spider,20190308
77,https://www.connectlax.com/event/liberty_national_elite_classic_tournament_2019,Liberty National Elite Classic Tournament,Jun 29-30 '19,"Frederica, DE",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3056-43570.jpg,http://victoryeventseries.com/liberty-national-elite-classic/,Tournament,13 - 18,spider,20190308
78,https://www.connectlax.com/event/li_lax_fest_girls,LI Lax Fest Girls,Jun 15 '19,"Farmingdale, NY",Women's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-1831-28175.jpg,http://lilaxfest.com/,Tournament,13 - 18,spider,20190308
79,https://www.connectlax.com/event/king_of_queens_girls_2019,King Of Queens Girls,Jun 29-30 '19,"Lebanon, OH",Women's 8-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3191-43762.jpg,https://lacrosseamerica.com/site/register/register.aspx?EventID=2555,Tournament,8 - 18,spider,20190308
80,https://www.connectlax.com/event/king_of_queens_boys_2019,King Of Queens Boys,Jun 29-30 '19,"Lebanon, OH",Men's 8-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3190-43761.jpg,https://lacrosseamerica.com/site/register/register.aspx?EventID=2555,Tournament,8 - 18,spider,20190308
81,https://www.connectlax.com/event/liberty_rising,Liberty Rising,Jun 29-30 '19,"North East, MD",Men's 8-13,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3068-43601.jpg,http://victoryeventseries.com/liberty-rising/,Tournament,8 - 13,spider,20190308
82,https://www.connectlax.com/event/mid_america_invitational_boys,Mid America Invitational Boys,Jun 29-30 '19,"Westfield, IN",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-4147-45051.jpg,https://nxtsports.com/boys-lacrosse/showcase/,Tournament,13 - 18,spider,20190308
83,https://www.connectlax.com/event/madison_capital_classic_boys_2019,Madison Capital Classic Boys,Jul 20-21 '19,"Verona, WI",Men's 8-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3194-43765.jpg,https://lacrosseamerica.com/site/register/register.aspx?EventID=2564,Tournament,8 - 18,spider,20190308
84,https://www.connectlax.com/event/mason-dixon_shootout_,Mason-Dixon Shootout,Jun 1-2 '19,"North East, MD",Co-ed's 8-13,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3035-43582.jpg,http://www.cselax.com/masondixon-summer/,Tournament,8 - 13,spider,20190308
85,https://www.connectlax.com/event/live_love_lax_tournament_2019,Live Love Lax Tournament,Jun 15-16 '19,"Bel Air, MD",Women's 8-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3047-43563.jpg,http://livelovelaxtour.com/summer-tournament,Tournament,8 - 18,spider,20190308
86,https://www.connectlax.com/event/long_island_summer_showdown_2019,Long Island Summer Showdown,Jul 15-16 '19,"Islip, NY",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3200-43767.jpg,http://toplacrossetournaments.com/,Tournament,13 - 18,spider,20190308
87,https://www.connectlax.com/event/naptown_challenge_boys_youth,Naptown Challenge Boys Youth,Jul 8-10 '19,"Annapolis, MD",Men's 8-13,https://s3.amazonaws.com/connectsports-prod/pics/thumb--20863.jpg,http://www.naptownchallenge.com/,Tournament,8 - 13,spider,20190308
88,https://www.connectlax.com/event/naptown_challenge_boys_hs,Naptown Challenge Boys HS,Jul 8-10 '19,"Annapolis, MD",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-1662-27160.jpg,http://www.naptownchallenge.com/,Tournament,13 - 18,spider,20190308
89,https://www.connectlax.com/event/nal_north_american_lacrosse_summer_tourney_2019,NAL North American Lacrosse Summer Tourney,Jun 15-16 '19,"New Castle, DE",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb--24334.jpg,http://www.nalacrosse.com/,Tournament,13 - 18,spider,20190308
90,https://www.connectlax.com/event/long_island_3_classic_tournament,Long Island 3 Classic Tournament,Jul 20-21 '19,"Hempstead, NY",Women's 13-18,https://s3.amazonaws.com/connectsports-prod/college_pics/thumb-125.jpg,http://lacrosseby3.com/home.aspx,Tournament,13 - 18,spider,20190308
91,https://www.connectlax.com/event/mountain_west_claxic_girls,Mountain West Claxic Girls,Jul 20-21 '19,"Sedalia, CO",Women's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3220-43841.jpg,https://laxusa.com/mountain-west-claxic/,Tournament,13 - 18,spider,20190308
92,https://www.connectlax.com/event/mountain_west_claxic_boys,Mountain West Claxic Boys,Jul 20-21 '19,"Sedalia, CO",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3219-43842.jpg,https://laxusa.com/mountain-west-claxic/,Tournament,13 - 18,spider,20190308
93,https://www.connectlax.com/event/midwestern_war_games_2019,Midwestern War Games,Jun 22-23 '19,"New Albany, OH",Women's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-2696-42974.jpg,https://thinklaxtournaments.sportngin.com,Tournament,13 - 18,spider,20190308
94,https://www.connectlax.com/event/midwest_season_finalax_girls,Midwest Season Finalax Girls,Aug 10-11 '19,"Marshall, MI",Women's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3224-43851.jpg,https://laxusa.com/midwest-season-finalax/,Tournament,13 - 18,spider,20190308
95,https://www.connectlax.com/event/music_city_lacrosse_festival_2019,Music City Lacrosse Festival,Jun 22-23 '19,"Goodlettsville, TN",Women's 8-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3044-43560.jpg,http://www.topofthebaysports.com/,Tournament,8 - 18,spider,20190308
96,https://www.connectlax.com/event/midwest_season_finalax_boys,Midwest Season Finalax Boys,Aug 10-11 '19,"Marshall, MI",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3223-43852.jpg,https://laxusa.com/midwest-season-finalax/,Tournament,13 - 18,spider,20190308
97,https://www.connectlax.com/event/mid-summer-classic-_2019,Mid Summer Classic,Jul 13 '19,"Amherst, MA",Men's 8-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3118-43686.jpg,http://www.midsummer-classic.com/,Tournament,8 - 18,spider,20190308
98,https://www.connectlax.com/event/mid_america_invitational_girls,Mid America Invitational Girls,Jun 29-30 '19,"Westfield, IN",Women's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3280-43873.jpg,https://nxtlacrosse.com/recruiting-events/,Tournament,13 - 18,spider,20190308
99,https://www.connectlax.com/event/nxt_philly_summer_invitational_2019,NXT Philly Summer Invitational,Jul 13-14 '19,"Downingtown, PA",Men's 13-17,https://s3.amazonaws.com/connectsports-prod/pics/thumb-4149-45053.jpg,https://nxtsports.com/boys-lacrosse/showcase,Tournament,13 - 17,spider,20190308
100,https://www.connectlax.com/event/nlf_opening_weekend,NLF Opening Weekend,Jun 8-9 '19,"Holtsville, NY",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb--17975.jpg,https://nationallacrossefederation.com/,Tournament,13 - 18,spider,20190308
101,https://www.connectlax.com/event/nxt_philly_summer_invitational_girls,NXT Philly Summer Invitational Girls,Jun 22-23 '19,"Conshohocken, PA",Women's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3281-43874.jpg,https://nxtlacrosse.com/recruiting-events/summer/girls-summer-invitational/,Tournament,13 - 18,spider,20190308
102,https://www.connectlax.com/event/northstar_capital_city_classic_2019,Northstar Capital City Classic,Jun 29-30 '19,"Albany, NY",Women's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3080-43609.jpg,http://www.summitlacrosseventures.com/nccc,Tournament,13 - 18,spider,20190308
103,https://www.connectlax.com/event/new_england_twisters_summer_tournaments_-_harvard,New England Twisters Summer Tournaments - Harvard,Jul 26-27 '19,"Cambridge, MA",Women's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb--22774.jpg,http://netwisters.com/Page.asp?n=156305&org=NETWISTERS.COM,Tournament,13 - 18,spider,20190308
104,https://www.connectlax.com/event/ne_summer_sizzle,NE Summer Sizzle,Jul 13 '19,"Somers, CT",Women's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3231-43853.jpg,http://lpswag.com/Page.asp?n=159109&org=M.M.M.M.M.M.M.LPSWAG.COM,Tournament,13 - 18,spider,20190308
105,https://www.connectlax.com/event/niagara_lacrosse_invitational,Niagara Lacrosse Invitational,Jul 20-21 '19,"Youngstown, NY",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-933-20370.jpg,https://laxfederation.com/event/niagara-lacrosse-invitational-2019/,Tournament,13 - 18,spider,20190308
106,https://www.connectlax.com/event/new_england_twisters_summer_tournaments_-_connecticut,New England Twisters Summer Tournaments - Connecticut,Jul 13 '19,"Somers, CT",Women's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb--22774.jpg,http://netwisters.com/Page.asp?n=156305&org=NETWISTERS.COM,Tournament,13 - 18,spider,20190308
107,https://www.connectlax.com/event/new_england_twisters_summer_tournaments_-_amherst,New England Twisters Summer Tournaments - Amherst,Jun 8-9 '19,"Amherst, MA",Women's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb--22774.jpg,http://netwisters.com/Page.asp?n=156305&org=NETWISTERS.COM,Tournament,13 - 18,spider,20190308
108,https://www.connectlax.com/event/ncaa_future_champions_tournament,NCAA Future Champions Tournament,May 26-27 '19,"West Deptford, NJ",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3033-43585.jpg,http://www.cselax.com/ncaafutures/,Tournament,13 - 18,spider,20190308
109,https://www.connectlax.com/event/national_summer_showdown,National Summer Showdown,Jun 29-30 '19,"Garden City, NY",Men's 8-13,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3145-43895.jpg,http://www.blatantevents.com/,Tournament,8 - 13,spider,20190308
110,https://www.connectlax.com/event/national_draw_summer_2019,National Draw Summer,Jun 14-16 '19,"Marlton, NJ",Women's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3010-43478.jpg,https://nationaldraw.com/,Tournament,13 - 18,spider,20190308
111,https://www.connectlax.com/event/naptown_challenge_girls_hs,Naptown Challenge Girls HS,Jul 10-11 '19,"Annapolis, MD",Women's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb--20863.jpg,http://www.naptownchallenge.com/womens-event/,Tournament,13 - 18,spider,20190308
112,https://www.connectlax.com/event/park_city_showdown_boys,Park City Showdown Boys,Jun 28-29 '19,"Park City, UT",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-2706-43050.jpg,https://www.adrln.com/shop/events/?event_category=events/,Tournament,13 - 18,spider,20190308
113,https://www.connectlax.com/event/one_more_time_girls,One More Time Girls,Jul 27-28 '19,"Lansing, MI",Women's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3222-43843.jpg,https://laxusa.com/one-more-time/,Tournament,13 - 18,spider,20190308
114,https://www.connectlax.com/event/one_more_time_boys,One More Time Boys,Jul 27-28 '19,"Lansing, MI",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3221-43844.jpg,https://laxusa.com/one-more-time/,Tournament,13 - 18,spider,20190308
115,https://www.connectlax.com/event/ohio_lacrosse_festival_girls_2019,Ohio Lacrosse Festival Girls,Jun 8-9 '19,"New Albany, OH",Women's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3185-43756.jpg,https://lacrosseamerica.com/site/register/register.aspx?EventID=2548,Tournament,13 - 18,spider,20190308
116,https://www.connectlax.com/event/nlf_national_championships_,NLF National Championships,Jul 19-21 '19,"Amherst, MA",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb--17975.jpg,https://nationallacrossefederation.com,Tournament,13 - 18,spider,20190308
117,https://www.connectlax.com/event/new_england_twisters_summer_tournaments_-_northfield_mount_hermon,New England Twisters Summer Tournaments - Northfield Mount Hermon,Jul 5-7 '19,"Cambridge, MA",Women's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb--22774.jpg,http://netwisters.com/Page.asp?n=156305&org=NETWISTERS.COM,Tournament,13 - 18,spider,20190308
118,https://www.connectlax.com/event/ohio_lacrosse_festival_boys_2019,Ohio Lacrosse Festival Boys,Jun 8-9 '19,"New Albany, OH",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3184-43755.jpg,https://lacrosseamerica.com/site/register/register.aspx?EventID=2548,Tournament,13 - 18,spider,20190308
119,https://www.connectlax.com/event/platinum-cup_2019,Platinum Cup,Jun 8-9 '19,"Frederica, DE",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-2970-43405.jpg,https://www.adrln.com/shop/events/?event_category=events/,Tournament,13 - 18,spider,20190308
120,https://www.connectlax.com/event/pipe_city_lacrosse_festival_boys_2019,Pipe City Lacrosse Festival Boys,Jul 13-14 '19,"Vernon Hills, IL",Men's 8-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3192-43763.jpg,https://lacrosseamerica.com/site/register/register.aspx?EventID=2558,Tournament,8 - 18,spider,20190308
121,https://www.connectlax.com/event/pipe_city_lacrosse_festival_girls_2019,Pipe City Lacrosse Festival Girls,Jul 13-14 '19,"Vernon Hills, IL",Women's 8-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-3193-43764.jpg,https://lacrosseamerica.com/site/register/register.aspx?EventID=2558,Tournament,8 - 18,spider,20190308
122,https://www.connectlax.com/event/pre-season_jamboree,Pre-Season Jamboree,May 14 '19,"Media, PA",Men's 13-18,https://s3.amazonaws.com/connectsports-prod/pics/thumb-933-20370.jpg,https://laxfederation.com/event/pre-season-jamboree/,Tournament,13 - 18,spider,20190308
